x_key,y_key,radiation,weight,step,id
-4,-5,0.082001,1,0,7
-4,-5,0.082029,1,1,7
-4,-4,0.083093,1,2,7
-4,-4,0.083106,1,3,7
-4,-4,0.081858,1,4,7
-5,-3,0.08021,1,5,7
-5,-3,0.078795,1,6,7
-5,-2,0.077447,1,7,7
-5,-2,0.075848,1,8,7
-5,-2,0.073885,1,9,7
-5,-1,0.071286,1,10,7
-5,-1,0.068113,1,11,7
-5,0,0.065105,1,12,7
-5,0,0.062277,1,13,7
-5,1,0.059459,1,14,7
-5,1,0.056767,1,15,7
-5,1,0.054024,1,16,7
-5,2,0.051524,1,17,7
-5,2,0.049151,1,18,7
-5,2,0.049137,1,19,7
-5,2,0.050055,1,20,7
-4,2,0.051896,1,21,7
-4,2,0.055078,1,22,7
-4,2,0.059149,1,23,7
-3,2,0.063692,1,24,7
-3,2,0.06814,1,25,7
-3,2,0.073453,1,26,7
-2,1,0.079996,1,27,7
-2,1,0.086887,1,28,7
-2,1,0.092845,1,29,7
-1,1,0.100544,1,30,7
-1,1,0.111241,1,31,7
-1,1,0.120582,1,32,7
0,1,0.132871,1,33,7
0,0,0.146623,1,34,7
0,0,0.157736,1,35,7
0,0,0.168652,1,36,7
0,-1,0.17903,1,37,7
0,-1,0.194287,1,38,7
0,-1,0.215085,1,39,7
0,-2,0.240408,1,40,7
0,-2,0.265025,1,41,7
0,-3,0.281824,1,42,7
0,-3,0.297871,1,43,7
0,-3,0.310122,1,44,7
0,-4,0.319877,1,45,7
0,-4,0.323563,1,46,7
0,-5,0.317578,1,47,7
0,-5,0.301614,1,48,7
0,-5,0.312584,1,49,7
0,-5,0.340959,1,50,7
0,-5,0.348902,1,51,7
