x_key,y_key,radiation,weight,step,id
-5,3,0.043958,1,0,1
-5,3,0.043992,1,1,1
-5,3,0.045731,1,2,1
-5,2,0.047629,1,3,1
-5,2,0.049509,1,4,1
-5,2,0.051545,1,5,1
-5,1,0.054007,1,6,1
-5,1,0.056213,1,7,1
-5,0,0.059035,1,8,1
-5,0,0.061416,1,9,1
-5,0,0.063798,1,10,1
-5,-1,0.066173,1,11,1
-5,-1,0.068537,1,12,1
-5,-1,0.07095,1,13,1
-5,-2,0.073638,1,14,1
-5,-2,0.075858,1,15,1
-5,-3,0.077615,1,16,1
-5,-3,0.079033,1,17,1
-5,-4,0.080143,1,18,1
-5,-4,0.080814,1,19,1
-5,-4,0.08101,1,20,1
-4,-5,0.080602,1,21,1
-4,-5,0.079709,1,22,1
-4,-5,0.081299,1,23,1
-4,-5,0.082895,1,24,1
-4,-5,0.082081,1,25,1
-4,-5,0.082137,1,26,1
-4,-4,0.082886,1,27,1
-5,-4,0.080287,1,28,1
-5,-4,0.079911,1,29,1
-4,-4,0.083374,1,30,1
-4,-3,0.090164,1,31,1
-4,-3,0.095306,1,32,1
-4,-3,0.098918,1,33,1
-3,-3,0.106251,1,34,1
-3,-4,0.111797,1,35,1
-3,-4,0.122007,1,36,1
-3,-4,0.133529,1,37,1
-2,-4,0.143294,1,38,1
-2,-4,0.160039,1,39,1
-2,-4,0.178311,1,40,1
-1,-3,0.198149,1,41,1
-1,-3,0.224938,1,42,1
-1,-3,0.247974,1,43,1
0,-3,0.281342,1,44,1
0,-3,0.309096,1,45,1
0,-3,0.345938,1,46,1
1,-2,0.37274,1,47,1
1,-2,0.408609,1,48,1
1,-2,0.424066,1,49,1
