x_key,y_key,radiation,weight,step,id
-4,-5,0.083367,1,0,9
-4,-5,0.083483,1,1,9
-4,-5,0.089756,1,2,9
-4,-5,0.099675,1,3,9
-3,-5,0.110945,1,4,9
-3,-5,0.125327,1,5,9
-2,-5,0.142816,1,6,9
-2,-5,0.155306,1,7,9
-2,-5,0.18333,1,8,9
-1,-5,0.213071,1,9,9
-1,-5,0.248046,1,10,9
0,-5,0.288906,1,11,9
0,-5,0.344292,1,12,9
0,-4,0.414658,1,13,9
1,-4,0.50021,1,14,9
1,-4,0.605235,1,15,9
2,-4,0.71699,1,16,9
2,-4,0.832153,1,17,9
2,-4,0.922926,1,18,9
3,-4,0.974022,1,19,9
3,-4,0.9579,1,20,9
4,-4,0.883761,1,21,9
4,-4,0.78399,1,22,9
4,-4,0.761847,1,23,9
4,-4,0.759811,1,24,9
