x_key,y_key,radiation,weight,step,id
3,4,0.076297,1,0,7
3,4,0.076368,1,1,7
3,4,0.078904,1,2,7
3,3,0.083107,1,3,7
2,3,0.088413,1,4,7
2,3,0.093991,1,5,7
2,3,0.099673,1,6,7
2,2,0.104931,1,7,7
1,2,0.110438,1,8,7
1,2,0.116151,1,9,7
1,2,0.12209,1,10,7
1,1,0.128099,1,11,7
1,1,0.133674,1,12,7
0,1,0.138691,1,13,7
0,1,0.143138,1,14,7
0,0,0.146857,1,15,7
-1,0,0.14961,1,16,7
-1,0,0.150737,1,17,7
-1,-1,0.15035,1,18,7
-1,-1,0.148435,1,19,7
-2,-1,0.145176,1,20,7
-2,-2,0.140942,1,21,7
-2,-2,0.134328,1,22,7
-3,-2,0.127896,1,23,7
-3,-3,0.120944,1,24,7
-3,-3,0.113459,1,25,7
-3,-3,0.106009,1,26,7
-4,-4,0.097607,1,27,7
-4,-4,0.094609,1,28,7
-4,-4,0.093394,1,29,7
-4,-4,0.095015,1,30,7
-4,-4,0.09714,1,31,7
-4,-4,0.099335,1,32,7
-3,-3,0.106073,1,33,7
-3,-3,0.112479,1,34,7
-3,-3,0.122242,1,35,7
-3,-3,0.132838,1,36,7
-2,-3,0.15036,1,37,7
-2,-3,0.172683,1,38,7
-2,-4,0.195146,1,39,7
-1,-4,0.22544,1,40,7
-1,-4,0.254814,1,41,7
-1,-3,0.272314,1,42,7
0,-3,0.277623,1,43,7
0,-3,0.277651,1,44,7
0,-2,0.264775,1,45,7
0,-2,0.241801,1,46,7
0,-2,0.217679,1,47,7
-1,-1,0.197989,1,48,7
-1,-1,0.180924,1,49,7
-1,0,0.161536,1,50,7
-1,0,0.14679,1,51,7
-1,0,0.131998,1,52,7
-2,0,0.121569,1,53,7
-2,0,0.113659,1,54,7
-2,-1,0.111406,1,55,7
-2,-1,0.113194,1,56,7
-2,-1,0.120721,1,57,7
-2,-1,0.131854,1,58,7
-2,-1,0.150076,1,59,7
-1,-2,0.168385,1,60,7
-1,-2,0.188967,1,61,7
-1,-2,0.20733,1,62,7
-1,-2,0.204246,1,63,7
-1,-2,0.197455,1,64,7
-1,-1,0.181962,1,65,7
-1,-1,0.178132,1,66,7
-1,-1,0.182073,1,67,7
0,-1,0.203594,1,68,7
0,-1,0.229803,1,69,7
0,-2,0.269192,1,70,7
1,-2,0.318562,1,71,7
1,-2,0.381177,1,72,7
1,-2,0.466176,1,73,7
1,-2,0.476377,1,74,7
