x_key,y_key,radiation,weight,step,id
-4,-5,0.082722,1,0,9
-4,-5,0.083159,1,1,9
-4,-5,0.090695,1,2,9
-4,-5,0.10022,1,3,9
-3,-5,0.111532,1,4,9
-3,-5,0.125432,1,5,9
-3,-5,0.139721,1,6,9
-2,-5,0.161194,1,7,9
-2,-5,0.184986,1,8,9
-1,-5,0.212999,1,9,9
-1,-5,0.245501,1,10,9
-1,-5,0.283218,1,11,9
0,-5,0.343176,1,12,9
0,-4,0.403726,1,13,9
1,-4,0.479218,1,14,9
1,-4,0.574998,1,15,9
2,-4,0.679671,1,16,9
2,-4,0.813128,1,17,9
2,-4,0.914335,1,18,9
3,-4,0.969975,1,19,9
3,-4,0.967294,1,20,9
4,-4,0.904223,1,21,9
4,-4,0.807348,1,22,9
4,-4,0.789264,1,23,9
4,-4,0.787708,1,24,9
