x_key,y_key,radiation,weight,step,id
-5,3,0.042895,1,0,7
-5,3,0.042994,1,1,7
-5,3,0.045524,1,2,7
-4,2,0.048753,1,3,7
-4,2,0.052785,1,4,7
-4,2,0.056296,1,5,7
-4,2,0.061955,1,6,7
-3,2,0.06486,1,7,7
-3,1,0.073591,1,8,7
-3,1,0.080284,1,9,7
-2,1,0.088929,1,10,7
-2,0,0.09941,1,11,7
-2,0,0.111847,1,12,7
-2,0,0.126288,1,13,7
-1,-1,0.144149,1,14,7
-1,-1,0.166066,1,15,7
-1,-1,0.19235,1,16,7
0,-1,0.225521,1,17,7
0,-2,0.265684,1,18,7
0,-2,0.313488,1,19,7
1,-2,0.374196,1,20,7
1,-3,0.460722,1,21,7
1,-3,0.549982,1,22,7
2,-3,0.671431,1,23,7
2,-3,0.791316,1,24,7
2,-4,0.89638,1,25,7
2,-4,0.908596,1,26,7
2,-4,0.910318,1,27,7
2,-4,0.910321,1,28,7
