x_key,y_key,radiation,weight,step,id
-4,-5,0.085169,1,0,9
-4,-5,0.086714,1,1,9
-4,-5,0.097096,1,2,9
-4,-4,0.101129,1,3,9
-4,-4,0.099860,1,4,9
-4,-4,0.093749,1,5,9
-4,-3,0.089273,1,6,9
-4,-3,0.088847,1,7,9
-4,-2,0.090048,1,8,9
-4,-2,0.088919,1,9,9
-4,-2,0.084365,1,10,9
-4,-1,0.078285,1,11,9
-4,-1,0.073536,1,12,9
-4,0,0.070376,1,13,9
-4,0,0.066773,1,14,9
-4,1,0.062314,1,15,9
-4,1,0.057611,1,16,9
-4,2,0.054370,1,17,9
-4,2,0.052166,1,18,9
-4,3,0.049406,1,19,9
-4,3,0.046126,1,20,9
-5,3,0.042493,1,21,9
-5,3,0.040594,1,22,9
-5,3,0.041161,1,23,9
-4,4,0.042782,1,24,9
-4,4,0.045250,1,25,9
-4,4,0.045168,1,26,9
-4,4,0.043402,1,27,9
-4,5,0.039693,1,28,9
-4,5,0.037455,1,29,9
-4,5,0.037375,1,30,9
-4,5,0.037872,1,31,9
-4,5,0.038726,1,32,9
-4,4,0.041107,1,33,9
-4,4,0.044431,1,34,9
-3,4,0.044045,1,35,9
-4,4,0.043097,1,36,9
-3,5,0.041453,1,37,9
-3,5,0.041028,1,38,9
-3,5,0.041448,1,39,9
-3,5,0.042394,1,40,9
-3,4,0.044775,1,41,9
-3,4,0.048332,1,42,9
-3,4,0.051892,1,43,9
-2,4,0.054503,1,44,9
-2,4,0.056981,1,45,9
-1,4,0.059489,1,46,9
-1,4,0.061719,1,47,9
0,4,0.060650,1,48,9
0,4,0.057232,1,49,9
0,5,0.053501,1,50,9
0,5,0.051715,1,51,9
0,5,0.053007,1,52,9
0,5,0.055937,1,53,9
0,4,0.060192,1,54,9
0,4,0.065305,1,55,9
1,4,0.068426,1,56,9
1,4,0.068570,1,57,9
1,4,0.064946,1,58,9
1,5,0.059550,1,59,9
1,5,0.054785,1,60,9
1,5,0.055540,1,61,9
1,5,0.056985,1,62,9
2,5,0.060135,1,63,9
2,4,0.066450,1,64,9
2,4,0.070655,1,65,9
2,4,0.070215,1,66,9
3,4,0.066319,1,67,9
3,5,0.060948,1,68,9
3,5,0.058581,1,69,9
4,5,0.059577,1,70,9
4,5,0.063047,1,71,9
4,4,0.067225,1,72,9
4,4,0.072985,1,73,9
5,4,0.073417,1,74,9
5,4,0.070918,1,75,9
5,4,0.070499,1,76,9
5,4,0.070981,1,77,9
5,4,0.072225,1,78,9
4,4,0.076256,1,79,9
4,3,0.080823,1,80,9
4,3,0.082853,1,81,9
4,3,0.086453,1,82,9
4,3,0.089440,1,83,9
5,3,0.092917,1,84,9
5,3,0.098304,1,85,9
5,2,0.106726,1,86,9
5,2,0.115629,1,87,9
4,2,0.125145,1,88,9
4,1,0.138882,1,89,9
4,1,0.152431,1,90,9
4,1,0.164853,1,91,9
5,0,0.181623,1,92,9
5,0,0.197520,1,93,9
4,0,0.201636,1,94,9
4,0,0.209560,1,95,9
4,0,0.205159,1,96,9
4,0,0.200024,1,97,9
4,0,0.187327,1,98,9
4,1,0.166232,1,99,9
4,1,0.168671,1,100,9
4,1,0.174581,1,101,9
4,0,0.192386,1,102,9
4,0,0.221324,1,103,9
4,0,0.244232,1,104,9
4,0,0.246063,1,105,9
4,0,0.243930,1,106,9
4,0,0.238946,1,107,9
4,0,0.235253,1,108,9
4,0,0.228267,1,109,9
4,0,0.209539,1,110,9
4,1,0.186996,1,111,9
4,1,0.164662,1,112,9
4,1,0.167573,1,113,9
4,1,0.173844,1,114,9
3,1,0.193444,1,115,9
3,0,0.224166,1,116,9
3,0,0.230503,1,117,9
