x_key,y_key,radiation,weight,step,id
3,4,0.079880,1,0,1
3,4,0.080287,1,1,1
3,3,0.085542,1,2,1
2,3,0.090772,1,3,1
2,3,0.097579,1,4,1
2,3,0.103932,1,5,1
2,2,0.103984,1,6,1
2,2,0.101504,1,7,1
1,2,0.105350,1,8,1
1,2,0.112432,1,9,1
1,2,0.120402,1,10,1
1,2,0.121296,1,11,1
1,2,0.118013,1,12,1
0,2,0.110519,1,13,1
0,2,0.106451,1,14,1
-1,2,0.102932,1,15,1
-1,1,0.098074,1,16,1
-1,1,0.100699,1,17,1
-1,1,0.107566,1,18,1
-1,1,0.119764,1,19,1
-1,0,0.128857,1,20,1
-1,0,0.132706,1,21,1
-1,-1,0.140003,1,22,1
-1,-1,0.154325,1,23,1
-1,-1,0.174133,1,24,1
-1,-2,0.198165,1,25,1
-1,-2,0.206406,1,26,1
-1,-3,0.208893,1,27,1
-1,-3,0.198483,1,28,1
-2,-3,0.178082,1,29,1
-2,-3,0.179504,1,30,1
-2,-4,0.169066,1,31,1
-2,-4,0.149951,1,32,1
-3,-4,0.135082,1,33,1
-3,-4,0.132672,1,34,1
-3,-5,0.124016,1,35,1
-3,-5,0.112530,1,36,1
-3,-5,0.111236,1,37,1
-3,-5,0.110099,1,38,1
-3,-4,0.111125,1,39,1
-3,-4,0.108243,1,40,1
-4,-4,0.099847,1,41,1
-4,-4,0.092853,1,42,1
-4,-4,0.083433,1,43,1
-5,-4,0.075139,1,44,1
-5,-4,0.070658,1,45,1
-5,-4,0.073299,1,46,1
-5,-4,0.077224,1,47,1
-4,-4,0.083193,1,48,1
-4,-4,0.090468,1,49,1
-4,-4,0.091400,1,50,1
-4,-4,0.089107,1,51,1
-4,-4,0.086311,1,52,1
-4,-4,0.081916,1,53,1
-5,-4,0.078367,1,54,1
-5,-4,0.069852,1,55,1
-5,-4,0.067682,1,56,1
-5,-4,0.067660,1,57,1
-5,-4,0.067698,1,58,1
-5,-4,0.068900,1,59,1
-5,-4,0.068101,1,60,1
-5,-4,0.071213,1,61,1
-5,-4,0.074905,1,62,1
-5,-4,0.076007,1,63,1
-5,-4,0.081414,1,64,1
-4,-4,0.085071,1,65,1
-4,-4,0.094661,1,66,1
-4,-4,0.099898,1,67,1
-4,-4,0.097066,1,68,1
-4,-4,0.089017,1,69,1
-4,-5,0.081548,1,70,1
-5,-4,0.077930,1,71,1
-5,-4,0.075809,1,72,1
-5,-4,0.076814,1,73,1
-5,-4,0.079049,1,74,1
-5,-4,0.080380,1,75,1
-4,-4,0.089168,1,76,1
-4,-5,0.099432,1,77,1
-4,-4,0.104479,1,78,1
-4,-4,0.099887,1,79,1
-4,-4,0.093915,1,80,1
-4,-4,0.084480,1,81,1
-5,-4,0.079897,1,82,1
-5,-4,0.078381,1,83,1
-5,-4,0.078537,1,84,1
-4,-4,0.082041,1,85,1
-4,-4,0.090677,1,86,1
-4,-4,0.091767,1,87,1
-4,-4,0.096029,1,88,1
-4,-4,0.102082,1,89,1
-3,-4,0.110983,1,90,1
-3,-4,0.111705,1,91,1
-3,-4,0.110346,1,92,1
-3,-4,0.108178,1,93,1
-3,-3,0.105507,1,94,1
-3,-3,0.105982,1,95,1
-3,-3,0.130122,1,96,1
-3,-4,0.131498,1,97,1
-2,-4,0.141822,1,98,1
-2,-4,0.156983,1,99,1
-2,-4,0.166066,1,100,1
-2,-4,0.181718,1,101,1
-1,-4,0.198389,1,102,1
-1,-4,0.219941,1,103,1
-1,-4,0.230115,1,104,1
-1,-5,0.241948,1,105,1
-1,-5,0.238087,1,106,1
-1,-5,0.228933,1,107,1
-1,-5,0.222112,1,108,1
-1,-4,0.220536,1,109,1
-1,-4,0.229261,1,110,1
-1,-4,0.232596,1,111,1
-1,-4,0.233261,1,112,1
-1,-4,0.243939,1,113,1
-1,-4,0.251606,1,114,1
-1,-4,0.243921,1,115,1
-1,-4,0.240399,1,116,1
-1,-3,0.231189,1,117,1
-1,-3,0.227393,1,118,1
-1,-3,0.210361,1,119,1
-1,-4,0.198086,1,120,1
-2,-4,0.192870,1,121,1
-2,-4,0.189579,1,122,1
-2,-5,0.188133,1,123,1
-1,-5,0.196802,1,124,1
-1,-5,0.210330,1,125,1
-1,-5,0.212447,1,126,1
-1,-5,0.215869,1,127,1
-1,-5,0.206314,1,128,1
-1,-5,0.206118,1,129,1
-1,-6,0.200769,1,130,1
-1,-5,0.194504,1,131,1
-2,-5,0.182931,1,132,1
-2,-5,0.161972,1,133,1
-3,-5,0.130527,1,134,1
-3,-5,0.116115,1,135,1
-3,-4,0.112021,1,136,1
-3,-4,0.109747,1,137,1
-4,-4,0.099335,1,138,1
-4,-4,0.092705,1,139,1
-4,-4,0.082461,1,140,1
-5,-4,0.073891,1,141,1
