x_key,y_key,radiation,weight,step,id
-4,-5,0.082818,1,0,9
-4,-5,0.083766,1,1,9
-4,-4,0.090054,1,2,9
-4,-4,0.094457,1,3,9
-4,-4,0.091770,1,4,9
-4,-3,0.084711,1,5,9
-4,-3,0.081336,1,6,9
-4,-2,0.081658,1,7,9
-4,-2,0.081942,1,8,9
-4,-1,0.079816,1,9,9
-4,-1,0.074551,1,10,9
-4,0,0.069526,1,11,9
-4,0,0.066006,1,12,9
-4,1,0.062931,1,13,9
-4,1,0.059329,1,14,9
-4,2,0.055511,1,15,9
-4,2,0.051085,1,16,9
-4,3,0.048062,1,17,9
-5,3,0.043913,1,18,9
-5,3,0.040600,1,19,9
-5,4,0.039115,1,20,9
-5,4,0.039258,1,21,9
-4,4,0.041320,1,22,9
-4,4,0.042515,1,23,9
-4,4,0.042371,1,24,9
-4,5,0.040038,1,25,9
-3,5,0.038543,1,26,9
-3,5,0.037802,1,27,9
-3,5,0.038295,1,28,9
-3,5,0.040831,1,29,9
-3,4,0.043785,1,30,9
-3,4,0.047290,1,31,9
-3,4,0.050217,1,32,9
-2,4,0.052780,1,33,9
-2,4,0.056506,1,34,9
-1,4,0.061779,1,35,9
-1,4,0.064569,1,36,9
0,4,0.064851,1,37,9
0,4,0.061353,1,38,9
0,5,0.056419,1,39,9
0,5,0.051862,1,40,9
0,5,0.051173,1,41,9
0,5,0.050399,1,42,9
-1,5,0.052603,1,43,9
-1,4,0.056941,1,44,9
-1,4,0.060918,1,45,9
-1,4,0.062278,1,46,9
-1,4,0.061555,1,47,9
-2,3,0.063155,1,48,9
-2,3,0.067503,1,49,9
-2,2,0.074581,1,50,9
-2,2,0.083243,1,51,9
-2,1,0.091808,1,52,9
-2,1,0.101207,1,53,9
-2,0,0.112177,1,54,9
-2,-1,0.124656,1,55,9
-2,-1,0.137107,1,56,9
-2,-2,0.147027,1,57,9
-2,-2,0.157592,1,58,9
-2,-3,0.169563,1,59,9
-2,-4,0.179231,1,60,9
-2,-4,0.180714,1,61,9
-2,-5,0.176322,1,62,9
-2,-5,0.170918,1,63,9
-2,-5,0.175929,1,64,9
-2,-5,0.173070,1,65,9
-2,-5,0.168815,1,66,9
-2,-5,0.184232,1,67,9
-1,-5,0.206934,1,68,9
-1,-4,0.214580,1,69,9
-1,-4,0.212714,1,70,9
-1,-4,0.198170,1,71,9
-2,-4,0.177038,1,72,9
-2,-4,0.169577,1,73,9
-2,-4,0.158589,1,74,9
-2,-3,0.146297,1,75,9
-3,-3,0.129586,1,76,9
-3,-3,0.111644,1,77,9
-4,-3,0.095608,1,78,9
-4,-3,0.083105,1,79,9
-5,-3,0.073368,1,80,9
-5,-3,0.066713,1,81,9
-5,-3,0.065062,1,82,9
-6,-3,0.063674,1,83,9
-5,-3,0.065828,1,84,9
-5,-3,0.069872,1,85,9
-5,-3,0.074896,1,86,9
-4,-3,0.083232,1,87,9
-4,-3,0.095595,1,88,9
-3,-3,0.110923,1,89,9
-3,-3,0.126276,1,90,9
-3,-3,0.129598,1,91,9
-3,-3,0.134131,1,92,9
-3,-3,0.129867,1,93,9
-3,-3,0.116968,1,94,9
-3,-3,0.104729,1,95,9
-4,-3,0.093313,1,96,9
-4,-3,0.081848,1,97,9
-5,-3,0.072485,1,98,9
-5,-3,0.065628,1,99,9
-6,-3,0.063779,1,100,9
-5,-4,0.064709,1,101,9
-5,-3,0.070094,1,102,9
-5,-3,0.077537,1,103,9
-4,-3,0.088729,1,104,9
-4,-3,0.097611,1,105,9
-4,-3,0.100669,1,106,9
-3,-2,0.104251,1,107,9
-3,-2,0.113871,1,108,9
-3,-2,0.117788,1,109,9
-3,-1,0.108217,1,110,9
-3,-1,0.092524,1,111,9
-4,-1,0.079505,1,112,9
-4,0,0.069801,1,113,9
-5,0,0.062053,1,114,9
-5,0,0.057532,1,115,9
-5,0,0.056375,1,116,9
-5,1,0.059360,1,117,9
-4,1,0.065141,1,118,9
-4,1,0.067570,1,119,9
-4,1,0.065754,1,120,9
-3,2,0.064412,1,121,9
-3,2,0.065854,1,122,9
-3,2,0.065337,1,123,9
-3,3,0.059816,1,124,9
-3,3,0.053108,1,125,9
-4,4,0.047352,1,126,9
-4,4,0.042819,1,127,9
-4,4,0.039435,1,128,9
-5,5,0.037135,1,129,9
-5,5,0.035042,1,130,9
-5,5,0.034372,1,131,9
-5,5,0.033782,1,132,9
-5,5,0.034111,1,133,9
-5,5,0.036019,1,134,9
-4,5,0.038128,1,135,9
-4,4,0.040882,1,136,9
-4,4,0.043883,1,137,9
-4,3,0.045960,1,138,9
-4,3,0.047657,1,139,9
-5,3,0.047295,1,140,9
-5,3,0.045182,1,141,9
-5,3,0.044222,1,142,9
-5,3,0.044345,1,143,9
-5,2,0.047555,1,144,9
-4,2,0.052489,1,145,9
-4,2,0.057324,1,146,9
-3,2,0.062538,1,147,9
-3,2,0.068594,1,148,9
-3,1,0.072878,1,149,9
-3,1,0.082291,1,150,9
-2,1,0.091458,1,151,9
-2,1,0.102647,1,152,9
-1,0,0.114638,1,153,9
-1,0,0.128896,1,154,9
-2,-1,0.135690,1,155,9
-2,-1,0.134523,1,156,9
-2,-1,0.129316,1,157,9
-2,-1,0.133192,1,158,9
-1,-1,0.145641,1,159,9
-1,-1,0.153605,1,160,9
-1,-1,0.152530,1,161,9
-1,-1,0.158081,1,162,9
-1,-1,0.153923,1,163,9
-2,-1,0.147908,1,164,9
-2,-2,0.155713,1,165,9
-2,-2,0.157405,1,166,9
-2,-3,0.157043,1,167,9
-2,-3,0.173861,1,168,9
-1,-3,0.205072,1,169,9
-1,-3,0.224900,1,170,9
-1,-3,0.229133,1,171,9
-1,-3,0.237368,1,172,9
-1,-3,0.237451,1,173,9
-1,-3,0.211097,1,174,9
-2,-3,0.181499,1,175,9
-2,-3,0.154621,1,176,9
-2,-3,0.144596,1,177,9
-2,-4,0.147450,1,178,9
-2,-4,0.151094,1,179,9
-3,-5,0.140053,1,180,9
-3,-5,0.120293,1,181,9
-3,-5,0.110515,1,182,9
-3,-4,0.109508,1,183,9
-3,-4,0.112604,1,184,9
-3,-4,0.115269,1,185,9
-3,-4,0.110284,1,186,9
-4,-4,0.103517,1,187,9
-4,-5,0.094445,1,188,9
-4,-5,0.084471,1,189,9
-5,-4,0.075685,1,190,9
-5,-4,0.069775,1,191,9
-5,-4,0.067698,1,192,9
-5,-4,0.066694,1,193,9
-5,-4,0.068985,1,194,9
-5,-5,0.070367,1,195,9
-5,-5,0.071515,1,196,9
-5,-5,0.073993,1,197,9
-5,-5,0.077372,1,198,9
-5,-4,0.079741,1,199,9
