x_key,y_key,radiation,weight,step,id
-5,3,0.044249,1,0,7
-5,3,0.044538,1,1,7
-5,3,0.047503,1,2,7
-4,2,0.049624,1,3,7
-4,3,0.052588,1,4,7
-3,3,0.055013,1,5,7
-3,3,0.055498,1,6,7
-3,3,0.055360,1,7,7
-3,3,0.055857,1,8,7
-2,3,0.057245,1,9,7
-2,3,0.059490,1,10,7
-2,3,0.062316,1,11,7
-1,3,0.065825,1,12,7
-1,3,0.069350,1,13,7
0,3,0.071762,1,14,7
0,3,0.073546,1,15,7
0,3,0.073690,1,16,7
1,3,0.076235,1,17,7
1,3,0.078281,1,18,7
2,3,0.079997,1,19,7
2,3,0.081151,1,20,7
2,4,0.079046,1,21,7
3,4,0.076621,1,22,7
3,4,0.070353,1,23,7
3,4,0.065242,1,24,7
3,5,0.063039,1,25,7
3,5,0.061225,1,26,7
3,5,0.062127,1,27,7
4,4,0.064976,1,28,7
4,4,0.068332,1,29,7
4,4,0.070009,1,30,7
4,4,0.069927,1,31,7
4,4,0.069217,1,32,7
4,4,0.068042,1,33,7
4,5,0.062813,1,34,7
4,5,0.061394,1,35,7
4,5,0.058131,1,36,7
4,5,0.059036,1,37,7
4,5,0.059934,1,38,7
4,5,0.060395,1,39,7
4,5,0.060481,1,40,7
4,5,0.062167,1,41,7
4,4,0.076344,1,42,7
4,3,0.085050,1,43,7
4,3,0.085878,1,44,7
4,3,0.084973,1,45,7
4,3,0.082876,1,46,7
4,3,0.080995,1,47,7
4,4,0.078209,1,48,7
4,4,0.073486,1,49,7
4,4,0.069401,1,50,7
4,4,0.067443,1,51,7
4,4,0.065046,1,52,7
4,5,0.063145,1,53,7
4,5,0.062033,1,54,7
5,5,0.059751,1,55,7
5,5,0.059722,1,56,7
5,5,0.060077,1,57,7
5,5,0.060923,1,58,7
5,5,0.061060,1,59,7
5,4,0.064824,1,60,7
5,4,0.065377,1,61,7
4,4,0.064712,1,62,7
4,4,0.063750,1,63,7
4,5,0.060193,1,64,7
3,5,0.061527,1,65,7
3,5,0.062989,1,66,7
3,5,0.064672,1,67,7
3,4,0.067399,1,68,7
3,4,0.067639,1,69,7
3,4,0.071198,1,70,7
3,4,0.073713,1,71,7
4,3,0.092237,1,72,7
4,3,0.095498,1,73,7
3,3,0.097870,1,74,7
