-3,-5,0.0421951,1,1,0
3,2,0.132726,1,2,0
-1,-6,0.0345405,1,2,0
4,-5,0.0331812,1,2,0
-1,8,0.240287,1,2,0
7,-4,0.0315603,1,2,0
8,-7,0.0209947,1,2,0
-7,5,0.214261,1,2,0
-3,-5,0.0421951,1,2,0
7,9,0.127822,1,2,0
-7,6,0.154601,1,2,0
6,-4,0.0338532,1,2,0
0,-8,0.025892,1,2,0
3,-7,0.0267782,1,2,0
-6,-7,0.0316976,1,2,0
2,-4,0.041737,1,2,0
9,-6,0.021831,1,2,0
6,-7,0.023451,1,2,0
1,-2,0.0594615,1,2,0
3,2,0.132726,1,3,0
-1,-6,0.0345405,1,3,0
4,-5,0.0331812,1,3,0
-1,8,0.240287,1,3,0
7,-4,0.0315603,1,3,0
8,-7,0.0209947,1,3,0
-7,5,0.214261,1,3,0
-3,-5,0.0421951,1,3,0
7,9,0.127822,1,3,0
-7,6,0.154601,1,3,0
6,-4,0.0338532,1,3,0
0,-8,0.025892,1,3,0
3,-7,0.0267782,1,3,0
-6,-7,0.0316976,1,3,0
2,-4,0.041737,1,3,0
9,-6,0.021831,1,3,0
6,-7,0.023451,1,3,0
1,-2,0.0594615,1,3,0
0,7,0.372738,1,3,0
5,-5,0.0315126,1,3,0
3,2,0.132726,1,4,0
-1,-6,0.0345405,1,4,0
4,-5,0.0331812,1,4,0
-1,8,0.240287,1,4,0
7,-4,0.0315603,1,4,0
8,-7,0.0209947,1,4,0
-7,5,0.214261,1,4,0
-1,9,0.20631,1,4,0
-3,-5,0.0421951,1,4,0
7,9,0.127822,1,4,0
-7,6,0.154601,1,4,0
6,-4,0.0338532,1,4,0
0,-8,0.025892,1,4,0
3,-7,0.0267782,1,4,0
-6,-7,0.0316976,1,4,0
2,-4,0.041737,1,4,0
9,-6,0.021831,1,4,0
6,-7,0.023451,1,4,0
1,-2,0.0594615,1,4,0
0,7,0.372738,1,4,0
5,-5,0.0315126,1,4,0
3,2,0.132726,1,5,0
-1,-6,0.0345405,1,5,0
4,-5,0.0331812,1,5,0
-1,8,0.240287,1,5,0
8,-7,0.0209947,1,5,0
-1,-7,0.0301263,1,5,0
7,-4,0.0315603,1,5,0
-8,6,0.148732,1,5,0
-7,5,0.214261,1,5,0
-1,9,0.20631,1,5,0
8,-8,0.0189739,1,5,0
-3,-5,0.0421951,1,5,0
-7,6,0.154601,1,5,0
7,9,0.127822,1,5,0
6,-4,0.0338532,1,5,0
0,-8,0.025892,1,5,0
3,-7,0.0267782,1,5,0
-6,-7,0.0316976,1,5,0
6,-6,0.0263261,1,5,0
2,-4,0.041737,1,5,0
6,-7,0.023451,1,5,0
9,-6,0.021831,1,5,0
0,6,0.339716,1,5,0
1,-2,0.0594615,1,5,0
0,7,0.372738,1,5,0
5,-5,0.0315126,1,5,0
3,1,0.101688,1,6,0
3,2,0.132726,1,6,0
-1,-6,0.0345405,1,6,0
4,-5,0.0331812,1,6,0
-1,8,0.240287,1,6,0
8,-7,0.0209947,1,6,0
-1,-7,0.0301263,1,6,0
7,-4,0.0315603,1,6,0
-7,5,0.214261,1,6,0
-8,6,0.148732,1,6,0
-1,9,0.20631,1,6,0
8,-8,0.0189739,1,6,0
-3,-5,0.0421951,1,6,0
-7,6,0.154601,1,6,0
7,9,0.127822,1,6,0
6,-4,0.0338532,1,6,0
0,-8,0.025892,1,6,0
3,-7,0.0267782,1,6,0
-6,-7,0.0316976,1,6,0
6,-6,0.0263261,1,6,0
2,-4,0.041737,1,6,0
