2,6,0.244196,1,1,0
2,0,0.151727,1,2,0
-4,0,0.056083,1,2,0
4,-4,0.292178,1,2,0
-5,1,0.0498465,1,2,0
4,4,0.208935,1,2,0
8,-8,0.176701,1,2,0
-1,1,0.0897364,1,2,0
2,6,0.244196,1,2,0
-6,-7,0.033636,1,2,0
-1,5,0.106752,1,2,0
2,0,0.151727,1,3,0
1,0,0.125309,1,3,0
-4,0,0.056083,1,3,0
4,-4,0.292178,1,3,0
-5,1,0.0498465,1,3,0
4,4,0.208935,1,3,0
8,-8,0.176701,1,3,0
-2,1,0.0768286,1,3,0
-1,1,0.0897364,1,3,0
2,6,0.244196,1,3,0
-6,-7,0.033636,1,3,0
-1,5,0.106752,1,3,0
2,0,0.151727,1,4,0
1,0,0.125309,1,4,0
-4,0,0.056083,1,4,0
4,-4,0.292178,1,4,0
-5,1,0.0498465,1,4,0
4,4,0.208935,1,4,0
8,-8,0.176701,1,4,0
-2,1,0.0768286,1,4,0
-1,1,0.0897364,1,4,0
2,6,0.244196,1,4,0
3,7,0.414092,1,4,0
-6,-7,0.033636,1,4,0
-1,5,0.106752,1,4,0
2,0,0.151727,1,5,0
1,0,0.125309,1,5,0
-4,0,0.056083,1,5,0
4,-4,0.292178,1,5,0
-5,1,0.0498465,1,5,0
4,4,0.208935,1,5,0
3,3,0.171668,1,5,0
1,1,0.123959,1,5,0
8,-8,0.176701,1,5,0
-2,1,0.0768286,1,5,0
-1,1,0.0897364,1,5,0
2,6,0.244196,1,5,0
3,7,0.414092,1,5,0
-6,-7,0.033636,1,5,0
-1,5,0.106752,1,5,0
2,0,0.151727,1,6,0
-1,6,0.113385,1,6,0
1,0,0.125309,1,6,0
-4,0,0.056083,1,6,0
4,-4,0.292178,1,6,0
-5,1,0.0498465,1,6,0
4,4,0.208935,1,6,0
3,3,0.171668,1,6,0
1,1,0.123959,1,6,0
8,-8,0.176701,1,6,0
-2,1,0.0768286,1,6,0
-1,1,0.0897364,1,6,0
2,6,0.244196,1,6,0
3,7,0.414092,1,6,0
-6,-7,0.033636,1,6,0
-1,5,0.106752,1,6,0
2,0,0.151727,1,7,0
-1,6,0.113385,1,7,0
1,0,0.125309,1,7,0
-5,1,0.0498465,1,7,0
-4,0,0.056083,1,7,0
4,-4,0.292178,1,7,0
4,4,0.208935,1,7,0
3,3,0.171668,1,7,0
1,1,0.123959,1,7,0
-5,2,0.0507508,1,7,0
8,-8,0.176701,1,7,0
-2,1,0.0768286,1,7,0
-1,1,0.0897364,1,7,0
2,6,0.244196,1,7,0
3,7,0.414092,1,7,0
-6,-7,0.033636,1,7,0
-1,5,0.106752,1,7,0
2,0,0.151727,1,8,0
-1,6,0.113385,1,8,0
9,-8,0.166144,1,8,0
4,-3,0.310798,1,8,0
1,0,0.125309,1,8,0
-5,1,0.0498465,1,8,0
4,-4,0.292178,1,8,0
-4,0,0.056083,1,8,0
4,4,0.208935,1,8,0
3,3,0.171668,1,8,0
1,1,0.123959,1,8,0
-5,2,0.0507508,1,8,0
8,-8,0.176701,1,8,0
-2,1,0.0768286,1,8,0
-1,1,0.0897364,1,8,0
2,6,0.244196,1,8,0
3,7,0.414092,1,8,0
-6,-7,0.033636,1,8,0
-1,5,0.106752,1,8,0
2,0,0.151727,1,9,0
-1,6,0.113385,1,9,0
9,-8,0.166144,1,9,0
4,-3,0.310798,1,9,0
1,0,0.125309,1,9,0
-5,1,0.0498465,1,9,0
4,-4,0.292178,1,9,0
-4,0,0.056083,1,9,0
4,4,0.208935,1,9,0
3,3,0.171668,1,9,0
1,1,0.123959,1,9,0
-5,2,0.0507508,1,9,0
8,-8,0.176701,1,9,0
-3,1,0.0661244,1,9,0
-2,1,0.0768286,1,9,0
-1,1,0.0897364,1,9,0
2,6,0.244196,1,9,0
3,7,0.414092,1,9,0
-6,-6,0.0353624,1,9,0
-6,-7,0.033636,1,9,0
-1,5,0.106752,1,9,0
2,0,0.151727,1,10,0
-1,6,0.113385,1,10,0
9,-8,0.166144,1,10,0
4,-3,0.310798,1,10,0
1,0,0.125309,1,10,0
-5,1,0.0498465,1,10,0
4,-4,0.292178,1,10,0
