x_key,y_key,radiation,weight,step,id
3,3,0.08317,1,0,7
3,3,0.083174,1,1,7
3,3,0.083192,1,2,7
3,3,0.083916,1,3,7
3,3,0.084708,1,4,7
3,3,0.086806,1,5,7
3,3,0.088377,1,6,7
3,3,0.089637,1,7,7
3,3,0.091269,1,8,7
3,3,0.09256,1,9,7
3,3,0.094266,1,10,7
3,3,0.095007,1,11,7
3,3,0.095381,1,12,7
3,3,0.095619,1,13,7
3,3,0.095719,1,14,7
3,3,0.09579,1,15,7
3,3,0.095689,1,16,7
3,3,0.095348,1,17,7
3,3,0.095103,1,18,7
3,3,0.095034,1,19,7
3,3,0.094708,1,20,7
3,3,0.094332,1,21,7
3,3,0.094067,1,22,7
3,3,0.093473,1,23,7
3,3,0.093176,1,24,7
3,3,0.093199,1,25,7
3,3,0.093551,1,26,7
3,3,0.09439,1,27,7
3,3,0.095199,1,28,7
3,3,0.096156,1,29,7
3,3,0.096428,1,30,7
3,3,0.098431,1,31,7
3,3,0.098721,1,32,7
3,3,0.100564,1,33,7
3,3,0.101617,1,34,7
3,3,0.103167,1,35,7
3,3,0.105281,1,36,7
3,2,0.105813,1,37,7
3,2,0.107085,1,38,7
3,2,0.107871,1,39,7
3,2,0.108457,1,40,7
3,2,0.109941,1,41,7
3,2,0.11721,1,42,7
3,2,0.119865,1,43,7
3,2,0.122454,1,44,7
3,2,0.126851,1,45,7
3,2,0.129488,1,46,7
3,2,0.131971,1,47,7
3,2,0.133672,1,48,7
3,2,0.136576,1,49,7
4,2,0.139103,1,50,7
4,2,0.139367,1,51,7
4,1,0.142376,1,52,7
4,1,0.143718,1,53,7
4,1,0.143718,1,54,7
4,1,0.143718,1,55,7
4,1,0.146008,1,56,7
4,1,0.146645,1,57,7
4,1,0.14697,1,58,7
4,1,0.14697,1,59,7
4,1,0.14742,1,60,7
4,1,0.147595,1,61,7
4,1,0.14791,1,62,7
4,1,0.146051,1,63,7
4,1,0.140762,1,64,7
4,1,0.138051,1,65,7
4,2,0.135876,1,66,7
4,2,0.130874,1,67,7
4,2,0.129681,1,68,7
4,2,0.129201,1,69,7
4,2,0.128711,1,70,7
4,2,0.128731,1,71,7
4,2,0.128874,1,72,7
4,2,0.129264,1,73,7
4,2,0.129264,1,74,7
4,2,0.129264,1,75,7
4,2,0.128888,1,76,7
4,2,0.129522,1,77,7
4,2,0.129997,1,78,7
4,2,0.129997,1,79,7
4,2,0.131559,1,80,7
4,2,0.132147,1,81,7
4,2,0.133356,1,82,7
4,2,0.134805,1,83,7
4,2,0.136208,1,84,7
4,2,0.137469,1,85,7
4,2,0.137469,1,86,7
4,1,0.142094,1,87,7
4,1,0.142094,1,88,7
4,1,0.147217,1,89,7
4,1,0.149922,1,90,7
4,1,0.152235,1,91,7
4,1,0.156248,1,92,7
4,1,0.157388,1,93,7
4,1,0.161862,1,94,7
4,1,0.165369,1,95,7
4,1,0.168809,1,96,7
4,1,0.173742,1,97,7
4,1,0.174961,1,98,7
4,1,0.174961,1,99,7
4,1,0.185115,1,100,7
4,1,0.189794,1,101,7
4,1,0.193817,1,102,7
4,0,0.201406,1,103,7
4,0,0.207194,1,104,7
4,0,0.215089,1,105,7
4,0,0.222866,1,106,7
4,0,0.230436,1,107,7
4,0,0.237636,1,108,7
4,0,0.246022,1,109,7
4,0,0.248788,1,110,7
4,0,0.261,1,111,7
4,0,0.270591,1,112,7
4,0,0.272359,1,113,7
4,0,0.272359,1,114,7
4,0,0.272359,1,115,7
4,0,0.272359,1,116,7
3,-1,0.310465,1,117,7
3,-1,0.32493,1,118,7
3,-1,0.337943,1,119,7
3,-1,0.354297,1,120,7
3,-1,0.359525,1,121,7
3,-1,0.370945,1,122,7
