x_key,y_key,radiation,weight,step,id
-5,3,0.043750,1,0,9
-5,3,0.043750,1,1,9
-5,3,0.043755,1,2,9
-5,3,0.044055,1,3,9
-5,3,0.044597,1,4,9
-5,3,0.045260,1,5,9
-5,2,0.045761,1,6,9
-5,2,0.046518,1,7,9
-5,2,0.047244,1,8,9
-5,2,0.047965,1,9,9
-5,2,0.048826,1,10,9
-5,2,0.049423,1,11,9
-5,2,0.050250,1,12,9
-5,2,0.050997,1,13,9
-5,2,0.052091,1,14,9
-5,2,0.053081,1,15,9
-4,2,0.054011,1,16,9
-4,2,0.054859,1,17,9
-4,2,0.055756,1,18,9
-4,1,0.056901,1,19,9
-4,1,0.058090,1,20,9
-4,1,0.058469,1,21,9
-4,1,0.058469,1,22,9
-4,1,0.058469,1,23,9
-4,1,0.058469,1,24,9
-4,1,0.058469,1,25,9
-4,1,0.059650,1,26,9
-4,1,0.062178,1,27,9
-4,1,0.062532,1,28,9
-4,1,0.062686,1,29,9
-4,2,0.062673,1,30,9
-4,2,0.062561,1,31,9
-4,2,0.062394,1,32,9
-4,2,0.062218,1,33,9
-4,2,0.061714,1,34,9
-4,2,0.061513,1,35,9
-4,2,0.061214,1,36,9
-3,2,0.060884,1,37,9
-3,2,0.060870,1,38,9
-3,2,0.060886,1,39,9
-3,2,0.060906,1,40,9
-3,2,0.060918,1,41,9
-3,2,0.060928,1,42,9
-3,2,0.060967,1,43,9
-3,2,0.060967,1,44,9
-3,2,0.061013,1,45,9
-3,2,0.061017,1,46,9
-3,2,0.061105,1,47,9
-3,2,0.061183,1,48,9
-3,2,0.062272,1,49,9
-3,2,0.063500,1,50,9
-3,2,0.063579,1,51,9
-3,2,0.063595,1,52,9
-3,2,0.063615,1,53,9
-3,2,0.063714,1,54,9
-3,2,0.063795,1,55,9
-3,2,0.064498,1,56,9
-3,2,0.066231,1,57,9
-3,2,0.066808,1,58,9
-3,2,0.068278,1,59,9
-3,2,0.068585,1,60,9
-3,2,0.069382,1,61,9
-3,2,0.070319,1,62,9
-3,1,0.071814,1,63,9
-3,1,0.072365,1,64,9
-3,1,0.072960,1,65,9
-3,1,0.075045,1,66,9
-3,1,0.076224,1,67,9
-3,1,0.077129,1,68,9
-3,1,0.077358,1,69,9
-3,1,0.077789,1,70,9
-3,1,0.077789,1,71,9
-3,1,0.077798,1,72,9
-3,1,0.077791,1,73,9
-3,1,0.077742,1,74,9
-3,1,0.077742,1,75,9
-3,1,0.077701,1,76,9
-3,1,0.077644,1,77,9
-3,1,0.077344,1,78,9
-3,1,0.076044,1,79,9
-3,1,0.074389,1,80,9
-3,1,0.074389,1,81,9
-3,1,0.074112,1,82,9
-3,1,0.073710,1,83,9
-3,1,0.073351,1,84,9
-3,1,0.073157,1,85,9
-3,1,0.073078,1,86,9
-3,1,0.072943,1,87,9
-3,1,0.072648,1,88,9
-4,1,0.071292,1,89,9
-4,1,0.067988,1,90,9
-4,1,0.067988,1,91,9
-4,1,0.066049,1,92,9
-4,1,0.065783,1,93,9
-4,1,0.065438,1,94,9
-4,1,0.064753,1,95,9
-4,1,0.063370,1,96,9
-4,1,0.062461,1,97,9
-4,1,0.062089,1,98,9
-4,1,0.061219,1,99,9
-4,2,0.060720,1,100,9
-4,2,0.060256,1,101,9
-4,2,0.058736,1,102,9
-4,2,0.056777,1,103,9
-4,2,0.055558,1,104,9
-4,2,0.055248,1,105,9
-4,2,0.054611,1,106,9
-4,2,0.052081,1,107,9
-4,2,0.051411,1,108,9
-4,2,0.051000,1,109,9
-4,2,0.050885,1,110,9
-4,2,0.051018,1,111,9
-4,2,0.051279,1,112,9
-4,2,0.051620,1,113,9
-4,2,0.051720,1,114,9
-4,2,0.052113,1,115,9
-4,2,0.052533,1,116,9
-4,2,0.052916,1,117,9
-4,2,0.052916,1,118,9
-4,2,0.053602,1,119,9
-4,2,0.054771,1,120,9
-4,2,0.055473,1,121,9
-4,2,0.056297,1,122,9
-4,2,0.057088,1,123,9
-4,2,0.058501,1,124,9
-3,2,0.059335,1,125,9
-3,2,0.060107,1,126,9
-3,2,0.061405,1,127,9
-3,2,0.062457,1,128,9
-3,2,0.063168,1,129,9
-3,2,0.064062,1,130,9
-3,2,0.064062,1,131,9
-3,2,0.065434,1,132,9
-3,2,0.066146,1,133,9
-3,2,0.067758,1,134,9
-3,2,0.068284,1,135,9
-3,2,0.069931,1,136,9
-3,2,0.070910,1,137,9
-2,2,0.072841,1,138,9
-2,2,0.074269,1,139,9
-2,2,0.076165,1,140,9
-2,2,0.076821,1,141,9
-2,2,0.078297,1,142,9
-2,2,0.079559,1,143,9
-2,2,0.079752,1,144,9
-2,2,0.082044,1,145,9
-2,1,0.083263,1,146,9
-2,1,0.085316,1,147,9
-2,1,0.086159,1,148,9
-2,1,0.089120,1,149,9
-2,1,0.092104,1,150,9
-2,1,0.092505,1,151,9
-2,1,0.095162,1,152,9
-2,1,0.097973,1,153,9
-2,1,0.100330,1,154,9
-2,1,0.103526,1,155,9
-1,1,0.105818,1,156,9
-1,1,0.108830,1,157,9
-1,1,0.111264,1,158,9
-1,1,0.114200,1,159,9
-1,0,0.117261,1,160,9
-1,0,0.119112,1,161,9
-1,0,0.119436,1,162,9
-1,0,0.123361,1,163,9
-1,0,0.126211,1,164,9
-1,0,0.129715,1,165,9
-1,0,0.132848,1,166,9
-1,0,0.136623,1,167,9
-1,0,0.140436,1,168,9
-1,0,0.143937,1,169,9
0,0,0.148695,1,170,9
0,0,0.150337,1,171,9
0,0,0.153135,1,172,9
0,0,0.157192,1,173,9
0,0,0.160777,1,174,9
0,0,0.164394,1,175,9
0,0,0.168146,1,176,9
0,0,0.172836,1,177,9
0,0,0.176227,1,178,9
0,-1,0.179548,1,179,9
