2,1
2,1
2,1
2,1
2,1
52,2
52,2
50,2
50,2
52,2
198,3
198,3
248,3
198,3
200,3
248,4
248,4
248,4
248,4
248,4
248,5
248,5
248,5
248,5
198,5
198,6
246,6
198,6
248,6
246,6
246,7
294,7
246,7
246,7
198,7
294,8
294,8
294,8
294,8
342,8
244,9
246,9
292,9
196,9
294,9
290,10
336,10
290,10
290,10
290,10
240,11
240,11
240,11
240,11
238,11
146,12
100,12
98,12
146,12
100,12
288,13
240,13
288,13
288,13
238,13
286,14
288,14
286,14
286,14
286,14
286,15
332,15
286,15
286,15
286,15
286,16
286,16
286,16
286,16
286,16
286,17
286,17
286,17
286,17
286,17
286,18
286,18
286,18
286,18
286,18
286,19
286,19
286,19
286,19
286,19
288,20
286,20
286,20
286,20
286,20
238,21
194,21
242,21
194,21
242,21
102,22
146,22
100,22
146,22
100,22
292,23
292,23
292,23
292,23
292,23
246,24
292,24
292,24
242,24
292,24
292,25
292,25
292,25
292,25
290,25
290,26
290,26
290,26
290,26
290,26
290,27
290,27
290,27
290,27
290,27
290,28
244,28
290,28
340,28
242,28
290,29
290,29
288,29
290,29
290,29
288,30
288,30
288,30
288,30
288,30
238,31
240,31
242,31
242,31
242,31
100,32
100,32
98,32
98,32
98,32
286,33
286,33
286,33
286,33
286,33
286,34
286,34
286,34
286,34
286,34
240,35
240,35
192,35
238,35
286,35
332,36
332,36
334,36
334,36
286,36
286,37
286,37
286,37
286,37
286,37
286,38
286,38
286,38
286,38
286,38
240,39
284,39
286,39
142,39
240,39
282,40
284,40
284,40
330,40
284,40
282,41
236,41
236,41
284,41
236,41
98,42
98,42
98,42
98,42
98,42
236,43
282,43
282,43
236,43
282,43
190,44
190,44
190,44
282,44
190,44
144,45
236,45
144,45
190,45
236,45
374,46
236,46
282,46
190,46
328,46
282,47
328,47
328,47
328,47
282,47
328,48
282,48
328,48
328,48
282,48
282,49
284,49
282,49
282,49
282,49
284,50
284,50
284,50
284,50
284,50
238,51
236,51
238,51
284,51
238,51
98,52
100,52
100,52
98,52
96,52
238,53
284,53
284,53
238,53
284,53
284,54
284,54
284,54
284,54
284,54
284,55
282,55
284,55
284,55
284,55
328,56
282,56
236,56
234,56
282,56
282,57
238,57
328,57
282,57
236,57
282,58
282,58
282,58
282,58
328,58
282,59
282,59
238,59
282,59
234,59
282,60
282,60
326,60
280,60
282,60
234,61
190,61
232,61
236,61
190,61
98,62
144,62
100,62
96,62
144,62
284,63
284,63
240,63
236,63
284,63
284,64
284,64
284,64
284,64
284,64
284,65
284,65
284,65
284,65
284,65
240,66
282,66
284,66
238,66
284,66
282,67
284,67
234,67
328,67
234,67
282,68
282,68
328,68
282,68
330,68
238,69
282,69
282,69
236,69
282,69
282,70
282,70
282,70
284,70
282,70
238,71
236,71
238,71
238,71
238,71
98,72
100,72
100,72
98,72
98,72
286,73
286,73
286,73
286,73
286,73
286,74
240,74
240,74
286,74
190,74
240,75
286,75
286,75
286,75
382,75
332,76
332,76
332,76
332,76
332,76
240,77
332,77
332,77
332,77
284,77
376,78
330,78
330,78
330,78
376,78
330,79
330,79
330,79
330,79
330,79
330,80
330,80
330,80
330,80
330,80
284,81
282,81
282,81
284,81
286,81
144,82
146,82
146,82
144,82
142,82
330,83
330,83
330,83
330,83
330,83
330,84
330,84
330,84
330,84
330,84
282,85
284,85
328,85
330,85
330,85
376,86
328,86
328,86
328,86
328,86
328,87
282,87
328,87
280,87
328,87
328,88
374,88
328,88
376,88
328,88
328,89
328,89
328,89
328,89
328,89
328,90
328,90
328,90
328,90
328,90
282,91
234,91
282,91
234,91
284,91
144,92
192,92
142,92
192,92
142,92
282,93
326,93
280,93
326,93
326,93
370,94
326,94
326,94
326,94
330,94
332,95
330,95
330,95
330,95
330,95
288,96
332,96
286,96
332,96
332,96
332,97
334,97
334,97
334,97
334,97
238,98
240,98
240,98
334,98
288,98
334,99
336,99
286,99
286,99
334,99
