2,2,0.419325,1,1,0
2,2,0.419325,1,2,0
0,3,0.449201,1,2,0
2,1,0.422855,1,3,0
2,2,0.419325,1,3,0
-4,-6,0.13469,1,3,0
0,3,0.449201,1,3,0
-1,-1,0.953506,1,3,0
-3,6,0.210935,1,3,0
2,1,0.422855,1,4,0
2,2,0.419325,1,4,0
-4,-6,0.13469,1,4,0
0,3,0.449201,1,4,0
-1,-1,0.953506,1,4,0
-3,6,0.210935,1,4,0
2,1,0.422855,1,5,0
2,2,0.419325,1,5,0
-4,-6,0.13469,1,5,0
-2,-1,0.724244,1,5,0
0,3,0.449201,1,5,0
-1,-1,0.953506,1,5,0
-3,5,0.229188,1,5,0
-3,6,0.210935,1,5,0
2,1,0.422855,1,6,0
2,2,0.419325,1,6,0
-4,-6,0.13469,1,6,0
-2,-1,0.724244,1,6,0
-2,-2,0.640683,1,6,0
0,3,0.449201,1,6,0
-1,-1,0.953506,1,6,0
-3,5,0.229188,1,6,0
-3,6,0.210935,1,6,0
2,1,0.422855,1,7,0
2,2,0.419325,1,7,0
-4,-6,0.13469,1,7,0
-2,-1,0.724244,1,7,0
-2,-2,0.640683,1,7,0
0,2,0.479328,1,7,0
0,3,0.449201,1,7,0
-1,-1,0.953506,1,7,0
-3,5,0.229188,1,7,0
-3,6,0.210935,1,7,0
2,1,0.422855,1,8,0
2,2,0.419325,1,8,0
-4,-6,0.13469,1,8,0
-2,-1,0.724244,1,8,0
-2,-2,0.640683,1,8,0
0,2,0.479328,1,8,0
0,3,0.449201,1,8,0
-1,-1,0.953506,1,8,0
-3,5,0.229188,1,8,0
-3,6,0.210935,1,8,0
2,0,0.450577,1,9,0
2,1,0.422855,1,9,0
2,2,0.419325,1,9,0
-4,-6,0.13469,1,9,0
-2,-1,0.724244,1,9,0
-2,-2,0.640683,1,9,0
0,2,0.479328,1,9,0
0,3,0.449201,1,9,0
-1,-1,0.953506,1,9,0
-3,5,0.229188,1,9,0
-3,6,0.210935,1,9,0
-2,5,0.293448,1,9,0
2,0,0.450577,1,10,0
2,1,0.422855,1,10,0
2,2,0.419325,1,10,0
-4,-6,0.13469,1,10,0
-2,-1,0.724244,1,10,0
-4,-7,0.108268,1,10,0
-2,-2,0.640683,1,10,0
0,2,0.479328,1,10,0
0,3,0.449201,1,10,0
-1,-1,0.953506,1,10,0
-3,5,0.229188,1,10,0
-3,6,0.210935,1,10,0
-2,5,0.293448,1,10,0
2,0,0.450577,1,11,0
2,1,0.422855,1,11,0
2,2,0.419325,1,11,0
-4,-6,0.13469,1,11,0
-2,-1,0.724244,1,11,0
-4,-7,0.108268,1,11,0
0,2,0.479328,1,11,0
-2,-2,0.640683,1,11,0
0,3,0.449201,1,11,0
-1,-1,0.953506,1,11,0
-3,5,0.229188,1,11,0
-3,6,0.210935,1,11,0
-2,5,0.293448,1,11,0
2,0,0.450577,1,12,0
2,1,0.422855,1,12,0
2,2,0.419325,1,12,0
-4,-6,0.13469,1,12,0
-2,-1,0.724244,1,12,0
-4,-7,0.108268,1,12,0
-2,-2,0.640683,1,12,0
0,2,0.479328,1,12,0
0,3,0.449201,1,12,0
-1,-1,0.953506,1,12,0
-3,-7,0.120485,1,12,0
-3,5,0.229188,1,12,0
-3,6,0.210935,1,12,0
-2,5,0.293448,1,12,0
2,0,0.450577,1,13,0
2,1,0.422855,1,13,0
2,2,0.419325,1,13,0
-4,-6,0.13469,1,13,0
-2,-1,0.724244,1,13,0
-4,-7,0.108268,1,13,0
-2,-2,0.640683,1,13,0
0,2,0.479328,1,13,0
